project,system,basis,00,02a,02b,03,03_no_fci,04
g2_projection_5z,C2H4,avqz,4387,N/A,N/A,25119,15399.00,821.16
g2_projection_5z,C2H4,avtz,1916,N/A,N/A,3206,2433.00,235.33
g2_projection_5z,C2H4,pvdz,1026,N/A,N/A,272,268.73,16.08
g2_projection_5z,C2H6,avdz,2519,N/A,N/A,1011,912.00,42.32
g2_projection_5z,C2H6,avqz,17991,N/A,N/A,60686,31286.00,2365.02
g2_projection_5z,C2H6,avtz,3805,N/A,N/A,4953,3043.00,315.02
g2_projection_5z,C2H6,pvdz,1870,N/A,N/A,427,420.18,16.68
g2_projection_5z,CH,avdz,19,N/A,N/A,52,47.88,29.09
g2_projection_5z,CH,avqz,60,N/A,N/A,1246,420.00,102.31
g2_projection_5z,CH,avtz,29,N/A,N/A,116,56.00,105.47
g2_projection_5z,CH,pvdz,22,N/A,N/A,30,29.70,22.58
g2_projection_5z,CH2,avdz,56,N/A,N/A,90,78.80,30.16
g2_projection_5z,CH2,avqz,221,N/A,N/A,4013,1101.00,421.69
g2_projection_5z,CH2,avtz,99,N/A,N/A,356,157.00,65.06
g2_projection_5z,CH2,pvdz,45,N/A,N/A,44,43.21,30.65
g2_projection_5z,CH2O,avdz,285,N/A,N/A,268,251.00,23.06
g2_projection_5z,CH2O,avqz,1119,N/A,N/A,5520,2737.00,411.73
g2_projection_5z,CH2O,avtz,376,N/A,N/A,858,619.00,91.40
g2_projection_5z,CH2O,pvdz,222,N/A,N/A,146,144.81,20.32
g2_projection_5z,CH2_singlet,avdz,56,N/A,N/A,81,78.24,16.28
g2_projection_5z,CH2_singlet,avqz,222,N/A,N/A,1693,1008.00,126.91
g2_projection_5z,CH2_singlet,avtz,71,N/A,N/A,162,113.40,29.72
g2_projection_5z,CH2_singlet,pvdz,45,N/A,N/A,43,42.80,12.91
g2_projection_5z,CH3,avdz,147,N/A,N/A,144,118.20,32.13
g2_projection_5z,CH3,avqz,608,N/A,N/A,10028,2528.00,681.47
g2_projection_5z,CH3,avtz,186,N/A,N/A,831,360.00,82.39
g2_projection_5z,CH3,pvdz,111,N/A,N/A,66,64.27,29.69
g2_projection_5z,CH3Cl,avdz,560,N/A,N/A,453,423.90,29.34
g2_projection_5z,CH3Cl,avqz,2339,N/A,N/A,16383,10863.00,1060.19
g2_projection_5z,CH3Cl,avtz,758,N/A,N/A,1460,1011.00,150.56
g2_projection_5z,CH3Cl,pvdz,432,N/A,N/A,210,207.97,20.09
g2_projection_5z,CH4,avdz,305,N/A,N/A,204,190.40,17.21
g2_projection_5z,CH4,avqz,1942,N/A,N/A,12180,8652.00,290.87
g2_projection_5z,CH4,avtz,419,N/A,N/A,753,509.00,45.74
g2_projection_5z,CH4,pvdz,235,N/A,N/A,95,94.17,18.97
g2_projection_5z,CH4O,avdz,951,N/A,N/A,532,486.60,31.93
g2_projection_5z,CH4O,avqz,4421,N/A,N/A,22054,12214.00,2472.92
g2_projection_5z,CH4O,avtz,1371,N/A,N/A,2605,1711.00,240.21
g2_projection_5z,CH4O,pvdz,737,N/A,N/A,338,334.41,18.41
g2_projection_5z,CH4S,avdz,958,N/A,N/A,666,620.00,35.67
g2_projection_5z,CH4S,avqz,4411,N/A,N/A,23583,12063.00,1088.90
g2_projection_5z,CH4S,avtz,1921,N/A,N/A,2380,1602.00,247.65
g2_projection_5z,CH4S,pvdz,742,N/A,N/A,311,307.80,22.66
g2_projection_5z,CHO,avdz,131,N/A,N/A,232,196.10,46.55
g2_projection_5z,CHO,avqz,460,N/A,N/A,8063,2123.00,805.38
g2_projection_5z,CHO,avtz,163,N/A,N/A,895,425.00,181.61
g2_projection_5z,CHO,pvdz,105,N/A,N/A,132,125.23,59.15
g2_projection_5z,CN,avdz,52,N/A,N/A,139,122.50,36.20
g2_projection_5z,CN,avqz,159,N/A,N/A,2645,858.00,285.84
g2_projection_5z,CN,avtz,60,N/A,N/A,382,187.00,63.28
g2_projection_5z,CN,pvdz,43,N/A,N/A,96,91.20,44.50
g2_projection_5z,CNH,avdz,130,N/A,N/A,208,198.63,18.73
g2_projection_5z,CNH,avqz,651,N/A,N/A,2594,1358.00,179.34
g2_projection_5z,CNH,avtz,164,N/A,N/A,449,333.00,34.94
g2_projection_5z,CNH,pvdz,107,N/A,N/A,126,124.21,22.52
g2_projection_5z,CO,avdz,52,N/A,N/A,122,117.82,17.27
g2_projection_5z,CO,avqz,157,N/A,N/A,1060,618.00,99.72
g2_projection_5z,CO,avtz,60,N/A,N/A,272,220.10,31.47
g2_projection_5z,CO,pvdz,41,N/A,N/A,71,70.67,19.48
g2_projection_5z,CO2,avdz,266,N/A,N/A,361,340.20,26.01
g2_projection_5z,CO2,avqz,880,N/A,N/A,4732,2454.00,527.22
g2_projection_5z,CO2,avtz,457,N/A,N/A,878,648.00,107.64
g2_projection_5z,CO2,pvdz,208,N/A,N/A,217,215.11,20.05
g2_projection_5z,CS,avdz,52,N/A,N/A,141,136.90,18.26
g2_projection_5z,CS,avqz,160,N/A,N/A,1321,803.00,100.15
g2_projection_5z,CS,avtz,61,N/A,N/A,237,190.80,25.34
g2_projection_5z,CS,pvdz,42,N/A,N/A,85,84.67,36.30
g2_projection_5z,Cl,avdz,5,N/A,N/A,36,34.96,27.61
g2_projection_5z,Cl,avqz,10,N/A,N/A,172,62.00,41.19
g2_projection_5z,Cl,avtz,4,N/A,N/A,44,32.20,36.31
g2_projection_5z,Cl,pvdz,3,N/A,N/A,27,26.90,23.21
g2_projection_5z,Cl2,avdz,54,N/A,N/A,152,147.80,17.69
g2_projection_5z,Cl2,avqz,167,N/A,N/A,1135,681.00,135.59
g2_projection_5z,Cl2,avtz,62,N/A,N/A,246,198.40,27.39
g2_projection_5z,Cl2,pvdz,44,N/A,N/A,91,90.67,23.40
g2_projection_5z,F,avdz,3,N/A,N/A,30,28.95,30.42
g2_projection_5z,F,avqz,10,N/A,N/A,224,98.00,53.13
g2_projection_5z,F,avtz,4,N/A,N/A,38,26.40,36.36
g2_projection_5z,F,pvdz,4,N/A,N/A,20,19.92,22.48
g2_projection_5z,F2,avdz,55,N/A,N/A,124,118.69,17.95
g2_projection_5z,F2,avqz,160,N/A,N/A,1069,626.00,175.64
g2_projection_5z,F2,avtz,61,N/A,N/A,212,166.40,35.57
g2_projection_5z,F2,pvdz,44,N/A,N/A,77,76.63,17.43
g2_projection_5z,FCl,avdz,56,N/A,N/A,137,132.83,17.92
g2_projection_5z,FCl,avqz,162,N/A,N/A,1077,629.00,173.62
g2_projection_5z,FCl,avtz,62,N/A,N/A,224,177.90,33.17
g2_projection_5z,FCl,pvdz,60,N/A,N/A,79,78.67,20.96
g2_projection_5z,H,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,H,avqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,H,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,H,pvdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,H2O,avdz,60,N/A,N/A,83,80.18,16.29
g2_projection_5z,H2O,avqz,222,N/A,N/A,1926,1212.00,102.56
g2_projection_5z,H2O,avtz,99,N/A,N/A,236,181.50,34.59
g2_projection_5z,H2O,pvdz,64,N/A,N/A,44,43.78,18.37
g2_projection_5z,H2O2,avdz,284,N/A,N/A,276,258.60,24.74
g2_projection_5z,H2O2,avqz,1563,N/A,N/A,5662,2837.00,506.09
g2_projection_5z,H2O2,avtz,372,N/A,N/A,973,688.00,154.46
g2_projection_5z,H2O2,pvdz,222,N/A,N/A,173,171.82,38.64
g2_projection_5z,H2S,avdz,62,N/A,N/A,105,102.19,17.24
g2_projection_5z,H2S,avqz,223,N/A,N/A,1615,917.00,75.56
g2_projection_5z,H2S,avtz,101,N/A,N/A,284,235.70,27.12
g2_projection_5z,H2S,pvdz,46,N/A,N/A,58,57.79,24.79
g2_projection_5z,HCl,avdz,20,N/A,N/A,60,58.96,15.52
g2_projection_5z,HCl,avqz,62,N/A,N/A,422,248.00,47.54
g2_projection_5z,HCl,avtz,22,N/A,N/A,78,63.00,20.49
g2_projection_5z,HCl,pvdz,15,N/A,N/A,36,35.92,13.10
g2_projection_5z,HF,avdz,20,N/A,N/A,52,50.95,15.81
g2_projection_5z,HF,avqz,60,N/A,N/A,408,234.00,60.53
g2_projection_5z,HF,avtz,29,N/A,N/A,69,54.00,47.50
g2_projection_5z,HF,pvdz,14,N/A,N/A,29,28.92,13.29
g2_projection_5z,HO,avdz,19,N/A,N/A,54,50.01,31.56
g2_projection_5z,HO,avqz,59,N/A,N/A,1010,313.00,148.86
g2_projection_5z,HO,avtz,29,N/A,N/A,120,60.00,41.92
g2_projection_5z,HO,pvdz,14,N/A,N/A,41,40.66,22.29
g2_projection_5z,HOCl,avdz,139,N/A,N/A,212,202.46,20.35
g2_projection_5z,HOCl,avqz,660,N/A,N/A,2667,1425.00,330.88
g2_projection_5z,HOCl,avtz,166,N/A,N/A,496,381.00,48.78
g2_projection_5z,HOCl,pvdz,106,N/A,N/A,118,117.34,40.29
g2_projection_5z,Li,avdz,2,N/A,N/A,5,5.00,22.73
g2_projection_5z,Li,avqz,7,N/A,N/A,37,36.77,23.74
g2_projection_5z,Li,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,Li,pvdz,3,N/A,N/A,5,5.00,21.79
g2_projection_5z,Li2,avdz,20,N/A,N/A,80,77.31,12.96
g2_projection_5z,Li2,avqz,110,N/A,N/A,1027,533.00,25.42
g2_projection_5z,Li2,avtz,30,N/A,N/A,164,117.20,17.67
g2_projection_5z,Li2,pvdz,15,N/A,N/A,67,66.92,12.65
g2_projection_5z,LiF,avdz,36,N/A,N/A,168,163.93,19.83
g2_projection_5z,LiF,avqz,133,N/A,N/A,1084,645.00,81.76
g2_projection_5z,LiF,avtz,43,N/A,N/A,241,195.60,42.40
g2_projection_5z,LiF,pvdz,26,N/A,N/A,115,114.81,19.88
g2_projection_5z,LiH,avdz,9,N/A,N/A,60,58.93,14.70
g2_projection_5z,LiH,avqz,48,N/A,N/A,409,213.00,28.91
g2_projection_5z,LiH,avtz,13,N/A,N/A,69,53.80,26.88
g2_projection_5z,LiH,pvdz,13,N/A,N/A,36,35.97,17.50
g2_projection_5z,N,avdz,5,N/A,N/A,36,35.27,27.98
g2_projection_5z,N,avqz,10,N/A,N/A,215,133.00,45.29
g2_projection_5z,N,avtz,4,N/A,N/A,48,38.48,33.18
g2_projection_5z,N,pvdz,4,N/A,N/A,21,20.54,28.51
g2_projection_5z,N2,avdz,53,N/A,N/A,125,120.85,16.77
g2_projection_5z,N2,avqz,223,N/A,N/A,1061,609.00,92.17
g2_projection_5z,N2,avtz,60,N/A,N/A,291,238.40,26.75
g2_projection_5z,N2,pvdz,44,N/A,N/A,86,83.38,17.28
g2_projection_5z,N2H4,avdz,984,N/A,N/A,600,554.90,33.61
g2_projection_5z,N2H4,avqz,4383,N/A,N/A,28326,17166.00,1182.98
g2_projection_5z,N2H4,avtz,1368,N/A,N/A,2268,1485.00,347.94
g2_projection_5z,N2H4,pvdz,785,N/A,N/A,342,330.10,20.42
g2_projection_5z,NH,avdz,18,N/A,N/A,61,56.95,31.15
g2_projection_5z,NH,avqz,60,N/A,N/A,1042,330.00,140.80
g2_projection_5z,NH,avtz,29,N/A,N/A,117,57.00,38.64
g2_projection_5z,NH,pvdz,15,N/A,N/A,35,33.52,28.32
g2_projection_5z,NH2,avdz,55,N/A,N/A,115,103.80,31.21
g2_projection_5z,NH2,avqz,222,N/A,N/A,3536,1024.00,257.38
g2_projection_5z,NH2,avtz,99,N/A,N/A,443,252.00,54.32
g2_projection_5z,NH2,pvdz,47,N/A,N/A,55,52.05,29.68
g2_projection_5z,NH3,avdz,141,N/A,N/A,138,131.53,17.12
g2_projection_5z,NH3,avqz,618,N/A,N/A,3196,1598.00,164.33
g2_projection_5z,NH3,avtz,187,N/A,N/A,413,294.00,33.00
g2_projection_5z,NH3,pvdz,116,N/A,N/A,90,88.46,18.47
g2_projection_5z,NO,avdz,52,N/A,N/A,142,125.00,34.84
g2_projection_5z,NO,avqz,224,N/A,N/A,2664,837.00,370.67
g2_projection_5z,NO,avtz,61,N/A,N/A,368,184.00,118.07
g2_projection_5z,NO,pvdz,60,N/A,N/A,86,81.79,43.81
g2_projection_5z,Na,avdz,20,N/A,N/A,32,29.02,28.64
g2_projection_5z,Na,avqz,86,N/A,N/A,1285,335.00,192.41
g2_projection_5z,Na,avtz,26,N/A,N/A,123,52.00,41.69
g2_projection_5z,Na,pvdz,26,N/A,N/A,27,25.97,27.20
g2_projection_5z,Na2,avdz,295,N/A,N/A,132,120.90,20.58
g2_projection_5z,Na2,avqz,1410,N/A,N/A,12286,8686.00,1417.03
g2_projection_5z,Na2,avtz,464,N/A,N/A,1023,688.00,290.63
g2_projection_5z,Na2,pvdz,385,N/A,N/A,108,103.74,29.78
g2_projection_5z,NaCl,av5z,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,NaCl,avdz,136,N/A,N/A,147,139.04,21.34
g2_projection_5z,NaCl,avqz,557,N/A,N/A,2966,1511.00,364.40
g2_projection_5z,NaCl,avtz,196,N/A,N/A,457,319.00,121.88
g2_projection_5z,NaCl,pvdz,179,N/A,N/A,113,111.22,29.70
g2_projection_5z,O,avdz,3,N/A,N/A,29,27.96,27.96
g2_projection_5z,O,avqz,10,N/A,N/A,202,68.00,53.44
g2_projection_5z,O,avtz,4,N/A,N/A,45,31.40,37.00
g2_projection_5z,O,pvdz,4,N/A,N/A,22,21.92,22.31
g2_projection_5z,O2,avdz,44,N/A,N/A,94,83.60,31.78
g2_projection_5z,O2,avqz,160,N/A,N/A,2717,900.00,865.05
g2_projection_5z,O2,avtz,60,N/A,N/A,454,263.00,145.85
g2_projection_5z,O2,pvdz,58,N/A,N/A,70,68.72,50.78
g2_projection_5z,O2S,avdz,270,N/A,N/A,425,404.00,34.87
g2_projection_5z,O2S,avqz,1246,N/A,N/A,4863,2504.00,661.87
g2_projection_5z,O2S,avtz,328,N/A,N/A,922,689.00,171.68
g2_projection_5z,O2S,pvdz,211,N/A,N/A,216,214.37,24.19
g2_projection_5z,O2_old,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,O2_old,avqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,O2_old,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,O2_old,pvdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,OCl,avdz,52,N/A,N/A,150,132.50,37.37
g2_projection_5z,OCl,avqz,161,N/A,N/A,2816,946.00,684.03
g2_projection_5z,OCl,avtz,61,N/A,N/A,483,272.00,76.78
g2_projection_5z,OCl,pvdz,59,N/A,N/A,94,92.47,32.10
g2_projection_5z,OS,avdz,55,N/A,N/A,156,139.00,40.95
g2_projection_5z,OS,avqz,160,N/A,N/A,3362,1285.00,466.60
g2_projection_5z,OS,avtz,61,N/A,N/A,400,215.00,80.68
g2_projection_5z,OS,pvdz,43,N/A,N/A,98,96.50,35.38
g2_projection_5z,P,avdz,4,N/A,N/A,39,38.17,28.87
g2_projection_5z,P,avqz,10,N/A,N/A,197,114.00,41.95
g2_projection_5z,P,avtz,7,N/A,N/A,45,36.17,29.81
g2_projection_5z,P,pvdz,4,N/A,N/A,30,29.94,22.45
g2_projection_5z,P2,avdz,54,N/A,N/A,163,158.89,17.59
g2_projection_5z,P2,avqz,159,N/A,N/A,1110,660.00,88.59
g2_projection_5z,P2,avtz,62,N/A,N/A,256,209.70,27.26
g2_projection_5z,P2,pvdz,61,N/A,N/A,102,101.67,23.67
g2_projection_5z,PH2,avdz,58,N/A,N/A,114,102.30,32.98
g2_projection_5z,PH2,avqz,222,N/A,N/A,3621,1053.00,217.63
g2_projection_5z,PH2,avtz,72,N/A,N/A,377,183.00,54.73
g2_projection_5z,PH2,pvdz,46,N/A,N/A,71,70.09,36.72
g2_projection_5z,PH3,avdz,143,N/A,N/A,160,153.41,18.37
g2_projection_5z,PH3,avqz,863,N/A,N/A,3310,1715.00,132.27
g2_projection_5z,PH3,avtz,189,N/A,N/A,506,371.00,33.04
g2_projection_5z,PH3,pvdz,113,N/A,N/A,85,84.55,24.56
g2_projection_5z,S,avdz,4,N/A,N/A,37,35.91,30.78
g2_projection_5z,S,avqz,10,N/A,N/A,172,62.00,46.49
g2_projection_5z,S,avtz,4,N/A,N/A,53,39.60,34.20
g2_projection_5z,S,pvdz,3,N/A,N/A,23,22.92,22.49
g2_projection_5z,S2,avdz,56,N/A,N/A,187,169.80,38.28
g2_projection_5z,S2,avqz,158,N/A,N/A,2911,954.00,343.05
g2_projection_5z,S2,avtz,62,N/A,N/A,419,229.00,74.84
g2_projection_5z,S2,pvdz,61,N/A,N/A,98,96.69,75.02
g2_projection_5z,Si,avdz,7,N/A,N/A,42,41.20,29.70
g2_projection_5z,Si,avqz,10,N/A,N/A,162,79.00,41.50
g2_projection_5z,Si,avtz,6,N/A,N/A,42,33.28,29.18
g2_projection_5z,Si,pvdz,4,N/A,N/A,24,23.94,22.52
g2_projection_5z,Si2,avdz,74,N/A,N/A,115,104.30,35.04
g2_projection_5z,Si2,avqz,166,N/A,N/A,2757,897.00,231.51
g2_projection_5z,Si2,avtz,63,N/A,N/A,416,226.00,56.85
g2_projection_5z,Si2,pvdz,44,N/A,N/A,108,106.69,40.36
g2_projection_5z,Si2H6,avdz,2496,N/A,N/A,1436,1310.00,44.01
g2_projection_5z,Si2H6,avqz,12825,N/A,N/A,46813,20773.00,2387.42
g2_projection_5z,Si2H6,avtz,3727,N/A,N/A,5452,3483.00,N/A
g2_projection_5z,Si2H6,pvdz,2479,N/A,N/A,631,623.91,25.57
g2_projection_5z,SiH2,avdz,61,N/A,N/A,103,100.18,18.01
g2_projection_5z,SiH2,avqz,230,N/A,N/A,1351,746.00,74.83
g2_projection_5z,SiH2,avtz,73,N/A,N/A,210,162.00,22.96
g2_projection_5z,SiH2,pvdz,46,N/A,N/A,71,70.78,18.30
g2_projection_5z,SiH2_triplet,avdz,57,N/A,N/A,115,103.70,32.53
g2_projection_5z,SiH2_triplet,avqz,222,N/A,N/A,4525,1605.00,215.83
g2_projection_5z,SiH2_triplet,avtz,101,N/A,N/A,384,185.00,85.34
g2_projection_5z,SiH2_triplet,pvdz,46,N/A,N/A,68,67.17,61.67
g2_projection_5z,SiH3,avdz,150,N/A,N/A,190,163.40,35.86
g2_projection_5z,SiH3,avqz,611,N/A,N/A,9054,2394.00,417.59
g2_projection_5z,SiH3,avtz,189,N/A,N/A,1083,526.00,94.40
g2_projection_5z,SiH3,pvdz,158,N/A,N/A,96,94.25,64.86
g2_projection_5z,SiH4,avdz,306,N/A,N/A,258,244.80,19.27
g2_projection_5z,SiH4,avqz,1390,N/A,N/A,12113,8708.00,191.87
g2_projection_5z,SiH4,avtz,588,N/A,N/A,841,586.00,56.87
g2_projection_5z,SiH4,pvdz,330,N/A,N/A,141,140.14,33.06
g2_projection_5z,SiO,avdz,55,N/A,N/A,150,145.71,18.16
g2_projection_5z,SiO,avqz,167,N/A,N/A,1071,628.00,156.18
g2_projection_5z,SiO,avtz,62,N/A,N/A,245,199.30,30.04
g2_projection_5z,SiO,pvdz,43,N/A,N/A,92,91.67,22.50
g2_projection_5z,old_Si2,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,old_Si2,avqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,old_Si2,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_projection_5z,old_Si2,pvdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_qz_jastrow,Be,avdz,6,N/A,1.24,30,29.70,12.61
g2_qz_jastrow,Be,avqz,11,17.89,1.24,82,55.90,16.39
g2_qz_jastrow,Be,avtz,5,N/A,1.24,53,47.56,12.13
g2_qz_jastrow,BeH,avdz,2,N/A,2.04,78,74.11,24.14
g2_qz_jastrow,BeH,avqz,58,27.58,2.04,1038,509.00,54.32
g2_qz_jastrow,BeH,avtz,10,N/A,2.04,224,132.00,25.32
g2_qz_jastrow,C,avdz,1,N/A,4.19,33,32.11,22.82
g2_qz_jastrow,C,avqz,8,16.36,4.19,180,103.00,27.61
g2_qz_jastrow,C,avtz,4,N/A,4.19,64,48.10,24.49
g2_qz_jastrow,C2H2,avdz,5,N/A,58.89,351,331.70,16.70
g2_qz_jastrow,C2H2,avqz,654,59.91,58.89,5339,2696.00,103.00
g2_qz_jastrow,C2H2,avtz,92,N/A,58.89,1361,887.00,54.72
g2_qz_jastrow,C2H4,avdz,13,N/A,79.40,659,607.10,22.33
g2_qz_jastrow,C2H4,avqz,3684,77.59,79.40,22257,11517.00,274.90
g2_qz_jastrow,C2H4,avtz,332,N/A,79.40,3579,2124.00,111.98
g2_qz_jastrow,C2H6,avdz,41,N/A,107.16,2227,2057.00,34.70
g2_qz_jastrow,C2H6,avqz,11313,94.57,107.16,54233,29933.00,1233.09
g2_qz_jastrow,C2H6,avtz,1364,N/A,107.16,10000,6340.00,309.26
g2_qz_jastrow,CH,avdz,1,N/A,10.98,75,70.03,23.90
g2_qz_jastrow,CH,avqz,61,30.05,10.98,1030,318.00,72.78
g2_qz_jastrow,CH,avtz,8,N/A,10.98,217,98.00,27.13
g2_qz_jastrow,CH2,avdz,2,N/A,15.48,158,138.80,25.69
g2_qz_jastrow,CH2,avqz,219,42.64,15.48,4426,1508.00,115.87
g2_qz_jastrow,CH2,avtz,23,N/A,15.48,628,251.00,39.18
g2_qz_jastrow,CH2O,avdz,5,N/A,146.92,350,320.20,17.54
g2_qz_jastrow,CH2O,avqz,999,84.28,146.92,5605,2869.00,141.47
g2_qz_jastrow,CH2O,avtz,102,N/A,146.92,1337,855.00,66.20
g2_qz_jastrow,CH2_singlet,avdz,2,N/A,14.66,96,92.69,14.17
g2_qz_jastrow,CH2_singlet,avqz,218,33.60,14.66,1541,867.00,32.92
g2_qz_jastrow,CH2_singlet,avtz,22,N/A,14.66,331,233.00,17.08
g2_qz_jastrow,CH3,avdz,3,N/A,19.87,171,139.70,27.24
g2_qz_jastrow,CH3,avqz,585,40.57,19.87,10769,3449.00,148.58
g2_qz_jastrow,CH3,avtz,53,N/A,19.87,1468,547.00,66.24
g2_qz_jastrow,CH3Cl,avdz,12,N/A,178.91,570,534.50,21.47
g2_qz_jastrow,CH3Cl,avqz,2573,100.20,178.91,17792,12212.00,267.64
g2_qz_jastrow,CH3Cl,avtz,312,N/A,178.91,2616,1712.00,120.76
g2_qz_jastrow,CH4,avdz,6,N/A,27.83,225,204.00,14.34
g2_qz_jastrow,CH4,avqz,2001,49.45,27.83,9319,5359.00,75.50
g2_qz_jastrow,CH4,avtz,169,N/A,27.83,1427,930.00,38.73
g2_qz_jastrow,CH4O,avdz,18,N/A,221.63,677,622.20,25.85
g2_qz_jastrow,CH4O,avqz,4601,116.47,221.63,25660,15940.00,418.59
g2_qz_jastrow,CH4O,avtz,543,N/A,221.63,3913,2413.00,185.22
g2_qz_jastrow,CH4S,avdz,19,N/A,145.16,737,678.80,25.69
g2_qz_jastrow,CH4S,avqz,5989,105.66,145.16,35163,24123.00,424.86
g2_qz_jastrow,CH4S,avtz,533,N/A,145.16,4545,2973.00,179.06
g2_qz_jastrow,CHO,avdz,4,N/A,128.10,267,219.20,31.63
g2_qz_jastrow,CHO,avqz,341,76.22,128.10,7075,1975.00,501.23
g2_qz_jastrow,CHO,avtz,52,N/A,128.10,2291,954.00,153.58
g2_qz_jastrow,CN,avdz,3,N/A,68.72,176,155.50,29.08
g2_qz_jastrow,CN,avqz,117,78.97,68.72,3023,1217.00,136.95
g2_qz_jastrow,CN,avtz,21,N/A,68.72,684,319.00,59.38
g2_qz_jastrow,CNH,avdz,4,N/A,93.56,237,226.20,14.65
g2_qz_jastrow,CNH,avqz,418,72.68,93.56,2607,1392.00,117.34
g2_qz_jastrow,CNH,avtz,47,N/A,93.56,741,517.00,27.14
g2_qz_jastrow,CO,avdz,3,N/A,99.35,154,148.79,14.82
g2_qz_jastrow,CO,avqz,111,54.67,99.35,1031,598.00,41.15
g2_qz_jastrow,CO,avtz,22,N/A,99.35,363,273.00,22.42
g2_qz_jastrow,CO2,avdz,6,N/A,273.00,447,421.90,20.07
g2_qz_jastrow,CO2,avqz,666,97.38,273.00,6226,4089.00,306.43
g2_qz_jastrow,CO2,avtz,95,N/A,273.00,1365,930.00,110.69
g2_qz_jastrow,CS,avdz,2,N/A,61.97,183,177.66,13.58
g2_qz_jastrow,CS,avqz,109,56.09,61.97,1074,625.00,48.28
g2_qz_jastrow,CS,avtz,30,N/A,61.97,426,335.00,22.83
g2_qz_jastrow,Cl,avdz,1,N/A,12.91,47,39.10,24.56
g2_qz_jastrow,Cl,avqz,9,32.68,12.91,169,59.00,31.24
g2_qz_jastrow,Cl,avtz,4,N/A,12.91,75,51.70,28.46
g2_qz_jastrow,Cl2,avdz,2,N/A,85.60,180,174.73,15.86
g2_qz_jastrow,Cl2,avqz,95,60.96,85.60,1570,1049.00,70.80
g2_qz_jastrow,Cl2,avtz,21,N/A,85.60,426,323.00,30.17
g2_qz_jastrow,F,avdz,1,N/A,31.01,33,31.78,24.05
g2_qz_jastrow,F,avqz,8,24.14,31.01,160,52.00,29.81
g2_qz_jastrow,F,avtz,4,N/A,31.01,66,44.40,26.68
g2_qz_jastrow,F2,avdz,2,N/A,180.12,144,138.94,15.82
g2_qz_jastrow,F2,avqz,89,57.17,180.12,986,559.00,73.01
g2_qz_jastrow,F2,avtz,22,N/A,180.12,377,286.00,30.78
g2_qz_jastrow,FCl,avdz,2,N/A,188.54,161,155.66,15.45
g2_qz_jastrow,FCl,avqz,111,71.52,188.54,1080,637.00,69.76
g2_qz_jastrow,FCl,avtz,20,N/A,188.54,676,532.00,29.84
g2_qz_jastrow,H,avdz,1,N/A,N/A,N/A,N/A,N/A
g2_qz_jastrow,H,avqz,7,N/A,N/A,N/A,N/A,N/A
g2_qz_jastrow,H,avtz,6,N/A,N/A,N/A,N/A,N/A
g2_qz_jastrow,H2O,avdz,2,N/A,56.05,112,108.58,14.26
g2_qz_jastrow,H2O,avqz,213,45.01,56.05,1304,709.00,36.95
g2_qz_jastrow,H2O,avtz,22,N/A,56.05,315,225.00,23.98
g2_qz_jastrow,H2O2,avdz,7,N/A,190.77,347,327.30,20.44
g2_qz_jastrow,H2O2,avqz,1280,78.54,190.77,6473,3726.00,219.50
g2_qz_jastrow,H2O2,avtz,178,N/A,190.77,1447,975.00,110.09
g2_qz_jastrow,H2S,avdz,2,N/A,26.31,120,116.44,13.40
g2_qz_jastrow,H2S,avqz,150,47.28,26.31,1373,767.00,38.65
g2_qz_jastrow,H2S,avtz,23,N/A,26.31,370,274.00,17.58
g2_qz_jastrow,HCl,avdz,1,N/A,30.08,68,66.69,13.59
g2_qz_jastrow,HCl,avqz,40,48.53,30.08,427,254.00,39.55
g2_qz_jastrow,HCl,avtz,8,N/A,30.08,151,120.00,15.31
g2_qz_jastrow,HF,avdz,2,N/A,75.26,57,55.79,13.17
g2_qz_jastrow,HF,avqz,49,42.90,75.26,408,237.00,26.05
g2_qz_jastrow,HF,avtz,9,N/A,75.26,128,98.10,23.10
g2_qz_jastrow,HO,avdz,2,N/A,37.49,65,60.10,25.34
g2_qz_jastrow,HO,avqz,60,44.77,37.49,1008,317.00,65.12
g2_qz_jastrow,HO,avtz,9,N/A,37.49,223,103.00,31.08
g2_qz_jastrow,HOCl,avdz,4,N/A,226.20,271,260.00,17.33
g2_qz_jastrow,HOCl,avqz,300,90.44,226.20,2719,1470.00,134.61
g2_qz_jastrow,HOCl,avtz,49,N/A,226.20,803,574.00,46.10
