project,system,basis,00,02a,02b,03,03_no_fci,04
g2_largebasis_rhf,O2,pvqz,28,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,av5z,358,143.63,2463.85,N/A,N/A,N/A
g2_largebasis_rhf,O2S,av6z,1979,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,avqz,730,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,avtz,8,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,pvdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,pvqz,118,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2S,pvtz,17,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,av5z,90,82.44,190.46,N/A,N/A,N/A
g2_largebasis_rhf,OCl,av6z,475,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,avqz,21,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,avtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,pvqz,25,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OCl,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,av5z,83,78.02,176.06,N/A,N/A,N/A
g2_largebasis_rhf,OS,av6z,440,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,avqz,134,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,pvqz,21,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,OS,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,av5z,7,22.88,9.33,N/A,N/A,N/A
g2_largebasis_rhf,P,av6z,23,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,avqz,10,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,pvqz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P,pvtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,av5z,44,62.56,44.52,N/A,N/A,N/A
g2_largebasis_rhf,P2,av6z,244,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,avqz,123,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,pvqz,13,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,P2,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,av5z,99,45.73,27.66,N/A,N/A,N/A
g2_largebasis_rhf,PH2,av6z,592,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,avqz,189,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,pvqz,36,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH2,pvtz,17,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,av5z,198,56.87,35.86,N/A,N/A,N/A
g2_largebasis_rhf,PH3,av6z,999,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,avqz,855,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,pvqz,174,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,PH3,pvtz,83,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,av5z,6,26.17,18.32,N/A,N/A,N/A
g2_largebasis_rhf,S,av6z,29,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,avqz,8,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,pvqz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S,pvtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,av5z,66,74.71,77.04,N/A,N/A,N/A
g2_largebasis_rhf,S2,av6z,353,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,avqz,122,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,pvqz,12,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,S2,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,av5z,6,18.38,5.50,N/A,N/A,N/A
g2_largebasis_rhf,Si,av6z,23,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,avqz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,pvqz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si,pvtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,av5z,579,47.05,18.14,N/A,N/A,N/A
g2_largebasis_rhf,Si2,av6z,594,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,avqz,91,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,avtz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,pvqz,31,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,av5z,2171,142.00,82.34,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,av6z,48853,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,avdz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,avqz,13892,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,avtz,29,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,pvdz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,pvqz,3240,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Si2H6,pvtz,1481,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,av5z,74,38.14,15.68,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,av6z,351,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,avqz,194,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,pvqz,58,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2,pvtz,20,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,av5z,113,40.01,15.71,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,av6z,971,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,avqz,198,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,pvqz,48,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH2_triplet,pvtz,20,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,av5z,394,49.26,20.23,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,av6z,1803,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,avqz,836,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,avtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,pvqz,223,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH3,pvtz,99,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,av5z,286,62.63,33.99,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,av6z,1991,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,avqz,1723,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,avtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,pvqz,495,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiH4,pvtz,220,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,av5z,48,69.26,131.52,N/A,N/A,N/A
g2_largebasis_rhf,SiO,av6z,260,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,avqz,126,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,pvqz,32,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,SiO,pvtz,7,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,Be,avdz,1,N/A,N/A,25,24.84,11.70
g2_new_projection_5z,Be,avqz,5,N/A,N/A,60,32.70,12.80
g2_new_projection_5z,Be,avtz,2,N/A,N/A,28,24.73,18.12
g2_new_projection_5z,Be,pvdz,3,N/A,N/A,17,16.99,12.74
g2_new_projection_5z,Be,pvqz,9,N/A,N/A,49,40.28,12.63
g2_new_projection_5z,Be,pvtz,7,N/A,N/A,34,33.39,12.47
g2_new_projection_5z,BeH,avdz,4,N/A,N/A,39,37.01,23.26
g2_new_projection_5z,BeH,avqz,26,N/A,N/A,1014,484.00,39.09
g2_new_projection_5z,BeH,avtz,12,N/A,N/A,115,68.50,27.05
g2_new_projection_5z,BeH,pvdz,14,N/A,N/A,36,35.91,22.55
g2_new_projection_5z,BeH,pvqz,20,N/A,N/A,391,192.00,27.56
g2_new_projection_5z,BeH,pvtz,12,N/A,N/A,130,90.30,24.52
g2_new_projection_5z,C,avdz,3,N/A,N/A,21,20.54,24.62
g2_new_projection_5z,C,avqz,4,N/A,N/A,187,101.00,28.41
g2_new_projection_5z,C,avtz,2,N/A,N/A,44,35.24,25.77
g2_new_projection_5z,C,pvdz,3,N/A,N/A,17,16.94,22.38
g2_new_projection_5z,C,pvqz,6,N/A,N/A,96,60.50,24.88
g2_new_projection_5z,C,pvtz,3,N/A,N/A,39,36.04,24.72
g2_new_projection_5z,C2H2,avdz,49,N/A,N/A,188,178.10,15.92
g2_new_projection_5z,C2H2,avqz,434,N/A,N/A,5120,2379.00,199.25
g2_new_projection_5z,C2H2,avtz,96,N/A,N/A,826,596.00,32.49
g2_new_projection_5z,C2H2,pvdz,306,N/A,N/A,165,163.66,16.93
g2_new_projection_5z,C2H2,pvqz,293,N/A,N/A,3449,1750.00,82.70
g2_new_projection_5z,C2H2,pvtz,164,N/A,N/A,903,634.00,36.75
g2_new_projection_5z,C2H4,avdz,259,N/A,N/A,644,612.70,20.46
g2_new_projection_5z,C2H4,avqz,1712,N/A,N/A,19461,9921.00,500.22
g2_new_projection_5z,C2H4,avtz,553,N/A,N/A,2061,1312.00,68.78
g2_new_projection_5z,C2H4,pvdz,734,N/A,N/A,265,261.90,28.79
g2_new_projection_5z,C2H4,pvqz,1184,N/A,N/A,8509,3889.00,229.67
g2_new_projection_5z,C2H4,pvtz,675,N/A,N/A,3261,1864.00,110.05
g2_new_projection_5z,C2H6,avdz,402,N/A,N/A,746,686.00,33.46
g2_new_projection_5z,C2H6,avqz,6834,N/A,N/A,44217,19677.00,1946.00
g2_new_projection_5z,C2H6,avtz,1071,N/A,N/A,9349,7223.00,338.60
g2_new_projection_5z,C2H6,pvdz,1859,N/A,N/A,654,640.40,16.53
g2_new_projection_5z,C2H6,pvqz,4079,N/A,N/A,23968,11308.00,699.91
g2_new_projection_5z,C2H6,pvtz,1189,N/A,N/A,8481,4821.00,323.70
g2_new_projection_5z,CH,avdz,7,N/A,N/A,44,41.46,25.21
g2_new_projection_5z,CH,avqz,41,N/A,N/A,999,297.00,64.20
g2_new_projection_5z,CH,avtz,7,N/A,N/A,164,95.00,27.77
g2_new_projection_5z,CH,pvdz,14,N/A,N/A,29,28.69,31.57
g2_new_projection_5z,CH,pvqz,21,N/A,N/A,476,158.00,32.71
g2_new_projection_5z,CH,pvtz,12,N/A,N/A,158,90.00,27.91
g2_new_projection_5z,CH2,avdz,11,N/A,N/A,78,70.00,25.42
g2_new_projection_5z,CH2,avqz,96,N/A,N/A,3553,983.00,121.43
g2_new_projection_5z,CH2,avtz,22,N/A,N/A,467,248.00,49.81
g2_new_projection_5z,CH2,pvdz,45,N/A,N/A,54,53.08,28.35
g2_new_projection_5z,CH2,pvqz,70,N/A,N/A,1612,445.00,76.83
g2_new_projection_5z,CH2,pvtz,45,N/A,N/A,574,224.00,36.02
g2_new_projection_5z,CH2O,avdz,50,N/A,N/A,204,193.70,16.04
g2_new_projection_5z,CH2O,avqz,459,N/A,N/A,7988,4816.00,250.68
g2_new_projection_5z,CH2O,avtz,100,N/A,N/A,825,591.00,39.77
g2_new_projection_5z,CH2O,pvdz,311,N/A,N/A,139,137.81,16.97
g2_new_projection_5z,CH2O,pvqz,318,N/A,N/A,2628,1331.00,110.68
g2_new_projection_5z,CH2O,pvtz,169,N/A,N/A,934,669.00,53.00
g2_new_projection_5z,CH2_singlet,avdz,18,N/A,N/A,52,50.27,12.87
g2_new_projection_5z,CH2_singlet,avqz,144,N/A,N/A,1501,812.00,52.72
g2_new_projection_5z,CH2_singlet,avtz,22,N/A,N/A,175,128.50,16.54
g2_new_projection_5z,CH2_singlet,pvdz,63,N/A,N/A,46,45.79,12.97
g2_new_projection_5z,CH2_singlet,pvqz,70,N/A,N/A,694,407.00,26.73
g2_new_projection_5z,CH2_singlet,pvtz,44,N/A,N/A,314,227.00,16.36
g2_new_projection_5z,CH3,avdz,26,N/A,N/A,98,82.40,26.22
g2_new_projection_5z,CH3,avqz,250,N/A,N/A,10166,2906.00,266.44
g2_new_projection_5z,CH3,avtz,84,N/A,N/A,817,346.00,45.71
g2_new_projection_5z,CH3,pvdz,111,N/A,N/A,77,75.14,25.81
g2_new_projection_5z,CH3,pvqz,173,N/A,N/A,3993,863.00,116.59
g2_new_projection_5z,CH3,pvtz,115,N/A,N/A,1618,500.00,88.64
g2_new_projection_5z,CH3Cl,avdz,197,N/A,N/A,556,520.60,22.74
g2_new_projection_5z,CH3Cl,avqz,2382,N/A,N/A,29346,13026.00,375.53
g2_new_projection_5z,CH3Cl,avtz,448,N/A,N/A,2427,1532.00,114.07
g2_new_projection_5z,CH3Cl,pvdz,601,N/A,N/A,372,368.04,14.77
g2_new_projection_5z,CH3Cl,pvqz,678,N/A,N/A,4481,2405.00,193.17
g2_new_projection_5z,CH3Cl,pvtz,344,N/A,N/A,1861,1227.00,92.03
g2_new_projection_5z,CH4,avdz,56,N/A,N/A,127,119.11,15.10
g2_new_projection_5z,CH4,avqz,836,N/A,N/A,10206,6737.00,126.89
g2_new_projection_5z,CH4,avtz,136,N/A,N/A,1181,895.00,36.97
g2_new_projection_5z,CH4,pvdz,236,N/A,N/A,92,91.16,15.96
g2_new_projection_5z,CH4,pvqz,486,N/A,N/A,3378,1686.00,65.76
g2_new_projection_5z,CH4,pvtz,280,N/A,N/A,1636,936.00,43.75
g2_new_projection_5z,CH4O,avdz,158,N/A,N/A,562,533.10,25.21
g2_new_projection_5z,CH4O,avqz,2531,N/A,N/A,20792,10832.00,941.72
g2_new_projection_5z,CH4O,avtz,645,N/A,N/A,2140,1377.00,89.85
g2_new_projection_5z,CH4O,pvdz,736,N/A,N/A,312,308.37,15.99
g2_new_projection_5z,CH4O,pvqz,1458,N/A,N/A,9135,4455.00,371.25
g2_new_projection_5z,CH4O,pvtz,763,N/A,N/A,3466,2045.00,174.44
g2_new_projection_5z,CH4S,avdz,160,N/A,N/A,465,436.40,26.45
g2_new_projection_5z,CH4S,avqz,2503,N/A,N/A,21981,12201.00,912.89
g2_new_projection_5z,CH4S,avtz,402,N/A,N/A,4020,3234.00,91.00
g2_new_projection_5z,CH4S,pvdz,739,N/A,N/A,510,503.80,16.35
g2_new_projection_5z,CH4S,pvqz,1298,N/A,N/A,12523,7123.00,298.14
g2_new_projection_5z,CH4S,pvtz,734,N/A,N/A,3580,2306.00,152.41
g2_new_projection_5z,CHO,avdz,38,N/A,N/A,152,129.30,34.57
g2_new_projection_5z,CHO,avqz,292,N/A,N/A,6872,1832.00,619.61
g2_new_projection_5z,CHO,avtz,43,N/A,N/A,998,534.00,146.72
g2_new_projection_5z,CHO,pvdz,104,N/A,N/A,114,110.95,27.79
g2_new_projection_5z,CHO,pvqz,121,N/A,N/A,3047,823.00,233.92
g2_new_projection_5z,CHO,pvtz,71,N/A,N/A,731,394.00,64.02
g2_new_projection_5z,CN,avdz,10,N/A,N/A,95,84.40,28.60
g2_new_projection_5z,CN,avqz,68,N/A,N/A,3012,960.00,244.58
g2_new_projection_5z,CN,avtz,19,N/A,N/A,382,191.00,62.64
g2_new_projection_5z,CN,pvdz,59,N/A,N/A,86,81.77,30.69
g2_new_projection_5z,CN,pvqz,53,N/A,N/A,1236,461.00,89.92
g2_new_projection_5z,CN,pvtz,25,N/A,N/A,231,168.00,36.98
g2_new_projection_5z,CNH,avdz,23,N/A,N/A,134,128.52,15.14
g2_new_projection_5z,CNH,avqz,286,N/A,N/A,2447,1185.00,141.00
g2_new_projection_5z,CNH,avtz,42,N/A,N/A,465,352.00,20.98
g2_new_projection_5z,CNH,pvdz,150,N/A,N/A,130,127.96,16.49
g2_new_projection_5z,CNH,pvqz,120,N/A,N/A,1967,1182.00,51.93
g2_new_projection_5z,CNH,pvtz,71,N/A,N/A,442,359.00,22.47
g2_new_projection_5z,CO,avdz,10,N/A,N/A,95,89.29,13.89
g2_new_projection_5z,CO,avqz,70,N/A,N/A,1013,562.00,71.71
g2_new_projection_5z,CO,avtz,18,N/A,N/A,309,257.50,18.26
g2_new_projection_5z,CO,pvdz,41,N/A,N/A,70,69.67,17.13
g2_new_projection_5z,CO,pvqz,51,N/A,N/A,583,387.00,25.26
g2_new_projection_5z,CO,pvtz,25,N/A,N/A,182,166.10,15.33
g2_new_projection_5z,CO2,avdz,49,N/A,N/A,277,264.20,21.92
g2_new_projection_5z,CO2,avqz,474,N/A,N/A,4365,2131.00,443.71
g2_new_projection_5z,CO2,avtz,85,N/A,N/A,1259,1022.00,59.97
g2_new_projection_5z,CO2,pvdz,207,N/A,N/A,206,204.37,15.24
g2_new_projection_5z,CO2,pvqz,214,N/A,N/A,2189,1225.00,164.57
g2_new_projection_5z,CO2,pvtz,115,N/A,N/A,636,558.00,34.48
g2_new_projection_5z,CS,avdz,11,N/A,N/A,99,96.38,15.39
g2_new_projection_5z,CS,avqz,104,N/A,N/A,1061,606.00,77.00
g2_new_projection_5z,CS,avtz,19,N/A,N/A,318,262.80,22.31
g2_new_projection_5z,CS,pvdz,58,N/A,N/A,84,83.67,17.60
g2_new_projection_5z,CS,pvqz,44,N/A,N/A,459,341.00,23.14
g2_new_projection_5z,CS,pvtz,24,N/A,N/A,195,183.70,15.54
g2_new_projection_5z,Cl,avdz,6,N/A,N/A,41,39.68,24.84
g2_new_projection_5z,Cl,avqz,7,N/A,N/A,261,86.00,36.25
g2_new_projection_5z,Cl,avtz,5,N/A,N/A,78,54.70,26.11
g2_new_projection_5z,Cl,pvdz,3,N/A,N/A,27,26.91,22.42
g2_new_projection_5z,Cl,pvqz,5,N/A,N/A,69,51.60,25.42
g2_new_projection_5z,Cl,pvtz,3,N/A,N/A,44,42.07,24.24
g2_new_projection_5z,Cl2,avdz,25,N/A,N/A,183,177.69,15.39
g2_new_projection_5z,Cl2,avqz,97,N/A,N/A,1474,743.00,97.21
g2_new_projection_5z,Cl2,avtz,43,N/A,N/A,422,331.00,28.33
g2_new_projection_5z,Cl2,pvdz,43,N/A,N/A,96,95.65,16.44
g2_new_projection_5z,Cl2,pvqz,35,N/A,N/A,377,307.00,31.87
g2_new_projection_5z,Cl2,pvtz,24,N/A,N/A,186,178.47,17.79
g2_new_projection_5z,F,avdz,2,N/A,N/A,19,18.37,23.44
g2_new_projection_5z,F,avqz,5,N/A,N/A,162,50.00,34.60
g2_new_projection_5z,F,avtz,2,N/A,N/A,43,30.70,48.12
g2_new_projection_5z,F,pvdz,3,N/A,N/A,17,16.92,22.91
g2_new_projection_5z,F,pvqz,6,N/A,N/A,99,51.40,27.36
g2_new_projection_5z,F,pvtz,3,N/A,N/A,38,34.01,24.25
g2_new_projection_5z,F2,avdz,17,N/A,N/A,77,74.36,15.57
g2_new_projection_5z,F2,avqz,87,N/A,N/A,993,543.00,141.36
g2_new_projection_5z,F2,avtz,18,N/A,N/A,182,135.80,29.63
g2_new_projection_5z,F2,pvdz,43,N/A,N/A,66,65.67,17.40
g2_new_projection_5z,F2,pvqz,49,N/A,N/A,540,348.00,42.09
g2_new_projection_5z,F2,pvtz,26,N/A,N/A,171,155.10,18.74
g2_new_projection_5z,FCl,avdz,24,N/A,N/A,168,162.74,16.73
g2_new_projection_5z,FCl,avqz,95,N/A,N/A,1449,734.00,101.10
g2_new_projection_5z,FCl,avtz,43,N/A,N/A,392,300.00,31.33
g2_new_projection_5z,FCl,pvdz,43,N/A,N/A,84,83.65,16.27
g2_new_projection_5z,FCl,pvqz,43,N/A,N/A,467,350.00,35.71
g2_new_projection_5z,FCl,pvtz,25,N/A,N/A,190,178.10,18.10
g2_new_projection_5z,H,avdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,H,avqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,H,avtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,H,pvdz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,H,pvqz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,H,pvtz,N/A,N/A,N/A,N/A,N/A,N/A
g2_new_projection_5z,H2O,avdz,11,N/A,N/A,63,61.23,13.46
g2_new_projection_5z,H2O,avqz,97,N/A,N/A,1233,630.00,57.39
g2_new_projection_5z,H2O,avtz,22,N/A,N/A,271,218.00,25.17
g2_new_projection_5z,H2O,pvdz,63,N/A,N/A,46,45.79,16.77
g2_new_projection_5z,H2O,pvqz,70,N/A,N/A,695,400.00,34.16
g2_new_projection_5z,H2O,pvtz,45,N/A,N/A,290,204.00,19.06
g2_new_projection_5z,H2O2,avdz,51,N/A,N/A,194,183.70,18.96
g2_new_projection_5z,H2O2,avqz,692,N/A,N/A,5514,2735.00,425.94
g2_new_projection_5z,H2O2,avtz,119,N/A,N/A,1372,1102.00,61.41
g2_new_projection_5z,H2O2,pvdz,309,N/A,N/A,134,132.77,16.41
g2_new_projection_5z,H2O2,pvqz,392,N/A,N/A,3653,1941.00,177.89
g2_new_projection_5z,H2O2,pvtz,184,N/A,N/A,955,679.00,73.79
g2_new_projection_5z,H2S,avdz,11,N/A,N/A,85,82.95,12.94
g2_new_projection_5z,H2S,avqz,146,N/A,N/A,1257,656.00,55.29
g2_new_projection_5z,H2S,avtz,35,N/A,N/A,200,152.00,17.65
g2_new_projection_5z,H2S,pvdz,64,N/A,N/A,60,59.79,17.72
g2_new_projection_5z,H2S,pvqz,64,N/A,N/A,532,343.00,22.95
g2_new_projection_5z,H2S,pvtz,42,N/A,N/A,302,232.00,17.61
g2_new_projection_5z,HCl,avdz,12,N/A,N/A,72,70.74,13.73
g2_new_projection_5z,HCl,avqz,53,N/A,N/A,996,497.00,32.37
g2_new_projection_5z,HCl,avtz,19,N/A,N/A,138,107.30,16.42
g2_new_projection_5z,HCl,pvdz,20,N/A,N/A,42,41.91,13.44
g2_new_projection_5z,HCl,pvqz,18,N/A,N/A,166,120.30,16.23
g2_new_projection_5z,HCl,pvtz,11,N/A,N/A,103,90.70,13.89
g2_new_projection_5z,HF,avdz,4,N/A,N/A,33,32.33,13.08
g2_new_projection_5z,HF,avqz,41,N/A,N/A,391,222.00,37.04
g2_new_projection_5z,HF,avtz,8,N/A,N/A,68,53.00,15.89
g2_new_projection_5z,HF,pvdz,21,N/A,N/A,31,30.92,13.30
g2_new_projection_5z,HF,pvqz,21,N/A,N/A,285,180.00,18.81
g2_new_projection_5z,HF,pvtz,14,N/A,N/A,100,82.90,14.49
g2_new_projection_5z,HO,avdz,7,N/A,N/A,35,32.40,24.29
g2_new_projection_5z,HO,avqz,42,N/A,N/A,1014,318.00,90.02
g2_new_projection_5z,HO,avtz,8,N/A,N/A,121,56.00,28.18
g2_new_projection_5z,HO,pvdz,20,N/A,N/A,31,30.67,31.55
g2_new_projection_5z,HO,pvqz,22,N/A,N/A,611,192.00,38.71
g2_new_projection_5z,HO,pvtz,13,N/A,N/A,151,83.00,28.17
g2_new_projection_5z,HOCl,avdz,58,N/A,N/A,263,252.00,16.83
g2_new_projection_5z,HOCl,avqz,338,N/A,N/A,4387,1930.00,193.78
g2_new_projection_5z,HOCl,avtz,103,N/A,N/A,788,563.00,46.55
